ParameterTypeID	Name	Alias	Type	Description	RangeMin	RangeMax	SourceField	SourceFrom	SourceCondition	Queryable	IsFile
1132	PowerLineFrequency	\N	text	PowerLineFrequency magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1133	TaskName	\N	text	TaskName magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1134	Manufacturer	\N	text	Manufacturer magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1135	TaskDescription	\N	text	TaskDescription magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1136	InstitutionAddress	\N	text	InstitutionAddress magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1137	RecordingType	\N	text	RecordingType magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1138	EOGChannelCount	\N	text	EOGChannelCount magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1139	json_file	\N	text	json_file magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1140	TriggerChannelCount	\N	text	TriggerChannelCount magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1141	MiscChannelCount	\N	text	MiscChannelCount magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1142	InstitutionName	\N	text	InstitutionName magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1143	physiological_json_file_blake2b_hash	\N	text	physiological_json_file_blake2b_hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1144	EEGChannelCount	\N	text	EEGChannelCount magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1145	EEGPlacementScheme	\N	text	EEGPlacementScheme magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1146	SoftwareFilters	\N	text	SoftwareFilters magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1147	EMGChannelCount	\N	text	EMGChannelCount magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1148	electrode_file_blake2b_hash	\N	text	electrode_file_blake2b_hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1149	channel_file_blake2b_hash	\N	text	channel_file_blake2b_hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1150	event_file_blake2b_hash	\N	text	event_file_blake2b_hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1151	electrophysiology_chunked_dataset_path	\N	text	electrophysiology_chunked_dataset_path magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1152	institution_name	InstitutionName	text	Institution or organization to which the identified individual is responsible or accountable May also refer to the institution or organization at which the relevant equipment is located. DICOM:0008_0080	\N	\N	\N	parameter_file	\N	1	0
1153	study_description	StudyDescription	text	Institution-generated description or classification of the Study (component) performed. DICOM:0008_1030	\N	\N	\N	parameter_file	\N	1	0
1154	operator_name	OperatorName	text	Name(s) of the operator(s) who supporting this Series. DICOM:0008_1070	\N	\N	\N	parameter_file	\N	1	0
1155	patient_id	PatientID	text	A primary identifier for the patient. In the case of imaging a group of small animals simultaneously, the single value of this identifier corresponds to the identification of the entire group. DICOM:0010_0020	\N	\N	\N	parameter_file	\N	1	0
1156	patient_dob	PatientsBirthDate	text	Birth date of the patient. DICOM:0010_0030	\N	\N	\N	parameter_file	\N	1	0
1157	effective_series_duration	EffectiveDuration	text	Total time in seconds that data was actually taken for the entire Multi-frame image. DICOM:0018_0072	\N	\N	\N	parameter_file	\N	1	0
1158	spatial_resolution	SpatialResolution	text	The inherent limiting resolution in mm of the acquisition equipment for high contrast objects for the data gathering and reconstruction technique chosen. If variable across the images of the series, the value at the image center. DICOM:0018_1050	\N	\N	\N	parameter_file	\N	1	0
1159	fov_dimensions	FieldOfViewDimensions	text	Dimensions of the field of view, in mm. If Field of View Shape (0018,1147) is: RECTANGLE: row dimension followed by column. ROUND: diameter. HEXAGONAL: diameter of a circumscribed circle. DICOM:0018_1149	\N	\N	\N	parameter_file	\N	1	0
1160	laterality	Laterality	text	Laterality of (paired) body part examined. Required if the body part examined is a paired structure and Image Laterality (0020,0062) or Frame Laterality (0020,9072) are not sent. DICOM:0020_0060	\N	\N	\N	parameter_file	\N	1	0
1161	position_reference_indicator	PositionReferenceIndicator	text	Part of the imaging target used as a reference. DICOM:0020_1040	\N	\N	\N	parameter_file	\N	1	0
1162	pixel_padding_value	PixelPaddingValue	text	Value of pixels added to non-rectangular image to pad to rectangular format. DICOM:0028_0120	\N	\N	\N	parameter_file	\N	1	0
1163	EEGGround	\N	text	EEGGround magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1164	eegjson_file	\N	text	eegjson_file magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1165	age_at_scan	\N	text	age_at_scan magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1166	scans_tsv_file	\N	text	scans_tsv_file magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1167	physiological_scans_tsv_file_bake2hash	\N	text	physiological_scans_tsv_file_bake2hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
1168	coordsystem_file_json_blake2b_hash	\N	text	coordsystem_file_json_blake2b_hash magically created by lib.physiological python class	\N	\N	\N	physiological_parameter_file	\N	0	0
