PhysiologicalElectrodeID	PhysiologicalElectrodeTypeID	PhysiologicalElectrodeMaterialID	Name	Point3DID	Impedance	FilePath
490	1	1	D10	106	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
491	1	1	D11	107	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
492	1	1	D12	108	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
493	1	1	D13	109	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
494	1	1	D14	110	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
495	1	1	D15	111	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
496	1	1	D16	112	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
497	1	1	D17	113	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
498	1	1	D18	114	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
499	1	1	D19	115	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
500	1	1	D20	116	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
501	1	1	D21	117	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
502	1	1	D22	118	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
503	1	1	D23	119	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
504	1	1	D24	120	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
505	1	1	D25	121	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
506	1	1	D26	122	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
507	1	1	D27	123	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
508	1	1	D28	124	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
509	1	1	D29	125	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
510	1	1	D30	126	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
511	1	1	D31	127	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
512	1	1	D32	128	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_electrodes.tsv
513	1	1	A1	1	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
514	1	1	A2	2	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
515	1	1	A3	3	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
516	1	1	A4	4	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
517	1	1	A5	5	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
518	1	1	A6	6	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
519	1	1	A7	7	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
520	1	1	A8	8	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
521	1	1	A9	9	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
522	1	1	A10	10	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
523	1	1	A11	11	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
524	1	1	A12	12	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
525	1	1	A13	13	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
526	1	1	A14	14	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
527	1	1	A15	15	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
528	1	1	A16	16	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
529	1	1	A17	17	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
530	1	1	A18	18	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
531	1	1	A19	19	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
532	1	1	A20	20	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
533	1	1	A21	21	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
534	1	1	A22	22	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
535	1	1	A23	23	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
536	1	1	A24	24	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
537	1	1	A25	25	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
538	1	1	A26	26	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
539	1	1	A27	27	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
540	1	1	A28	28	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
541	1	1	A29	29	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
542	1	1	A30	30	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
543	1	1	A31	31	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
544	1	1	A32	32	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
545	1	1	B1	33	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
546	1	1	B2	34	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
547	1	1	B3	35	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
548	1	1	B4	36	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
549	1	1	B5	37	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
550	1	1	B6	38	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
551	1	1	B7	39	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
552	1	1	B8	40	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
553	1	1	B9	41	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
554	1	1	B10	42	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
555	1	1	B11	43	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
556	1	1	B12	44	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
557	1	1	B13	45	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
558	1	1	B14	46	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
559	1	1	B15	47	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
560	1	1	B16	48	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
561	1	1	B17	49	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
562	1	1	B18	50	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
563	1	1	B19	51	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
564	1	1	B20	52	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
565	1	1	B21	53	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
566	1	1	B22	54	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
567	1	1	B23	55	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
568	1	1	B24	56	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
569	1	1	B25	57	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
570	1	1	B26	58	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
571	1	1	B27	59	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
572	1	1	B28	60	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
573	1	1	B29	61	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
574	1	1	B30	62	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
575	1	1	B31	63	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
576	1	1	B32	64	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
577	1	1	C1	65	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
578	1	1	C2	66	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
579	1	1	C3	67	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
580	1	1	C4	68	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
581	1	1	C5	69	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
582	1	1	C6	70	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
583	1	1	C7	71	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
584	1	1	C8	72	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
585	1	1	C9	73	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
586	1	1	C10	74	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
587	1	1	C11	75	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
588	1	1	C12	76	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
589	1	1	C13	77	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
590	1	1	C14	78	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
591	1	1	C15	79	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
592	1	1	C16	80	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
593	1	1	C17	81	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
594	1	1	C18	82	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
595	1	1	C19	83	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
596	1	1	C20	84	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
597	1	1	C21	85	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
598	1	1	C22	86	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
599	1	1	C23	87	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
600	1	1	C24	88	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
601	1	1	C25	89	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
602	1	1	C26	90	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
603	1	1	C27	91	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
604	1	1	C28	92	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
605	1	1	C29	93	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
606	1	1	C30	94	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
607	1	1	C31	95	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
608	1	1	C32	96	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
609	1	1	D1	97	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
610	1	1	D2	98	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
611	1	1	D3	99	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
612	1	1	D4	100	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
613	1	1	D5	101	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
614	1	1	D6	102	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
615	1	1	D7	103	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
616	1	1	D8	104	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
617	1	1	D9	105	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
618	1	1	D10	106	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
619	1	1	D11	107	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
620	1	1	D12	108	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
621	1	1	D13	109	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
622	1	1	D14	110	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
623	1	1	D15	111	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
624	1	1	D16	112	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
625	1	1	D17	113	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
626	1	1	D18	114	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
627	1	1	D19	115	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
628	1	1	D20	116	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
629	1	1	D21	117	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
630	1	1	D22	118	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
631	1	1	D23	119	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
632	1	1	D24	120	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
633	1	1	D25	121	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
634	1	1	D26	122	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
635	1	1	D27	123	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
636	1	1	D28	124	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
637	1	1	D29	125	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
638	1	1	D30	126	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
639	1	1	D31	127	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
640	1	1	D32	128	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT175/ses-V1/eeg/sub-OTT175_ses-V1_task-faceO_electrodes.tsv
641	1	1	A1	1	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
642	1	1	A2	2	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
643	1	1	A3	3	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
644	1	1	A4	4	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
645	1	1	A5	5	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
646	1	1	A6	6	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
647	1	1	A7	7	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
648	1	1	A8	8	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
649	1	1	A9	9	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
650	1	1	A10	10	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
651	1	1	A11	11	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
652	1	1	A12	12	\N	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT172/ses-V1/eeg/sub-OTT172_ses-V1_task-faceO_electrodes.tsv
